index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
483,PIM,PRAS40,negative,Z17,direct,1,regulates,"protein-protein interaction. PIM1 directly phosphorylates PRAS40 (AKT1S1) at Thr246. Functionally, this phosphorylation inhibits PRAS40's mTORC1-repressive function."
484,E2F,Proliferation,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression.
485,E2F_2,Proliferation,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
486,E2F_3,Proliferation,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
487,Translation,Proliferation,positive,Z17,assumption,4,,This assumed direct effect between the two process nodes was replaced by an more indirect effect in the Z21 model.
488,E2F_2,Proliferation_2,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
489,E2F_3,Proliferation_2,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
490,Translation,Proliferation_2,positive,Z17,assumption,4,,This assumed direct effect between the two process nodes was replaced by an more indirect effect in the Z21 model.
491,E2F_2,Proliferation_3,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
492,E2F_3,Proliferation_3,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
493,Translation,Proliferation_3,positive,Z17,assumption,4,,This assumed direct effect between the two process nodes was replaced by an more indirect effect in the Z21 model.
494,E2F_3,Proliferation_4,positive,Z17,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
495,Translation,Proliferation_4,positive,Z17,assumption,4,,This assumed direct effect between the two process nodes was replaced by an more indirect effect in the Z21 model.
496,HER2HER3c,RAS,positive,Z17,indirect,2,,"causal effect mediated by GRB2, SOS"
497,HER2HER3c_2,RAS,positive,Z17,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
498,IGF1R,RAS,positive,Z17,indirect,2,,"causal effect mediated by GRB2, SOS"
499,IGF1R_2,RAS,positive,Z17,indirect,2,,causal effect mediated by IRS1; we consider that the confidence ranking of the IGFR->PI3K edge applies.
500,RAS_2,RAS,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
501,RAS_3,RAS,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
502,HER2HER3c,RAS_2,positive,Z17,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
503,HER2HER3c_2,RAS_2,positive,Z17,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
504,RAS,RAS_2,positive,Z17,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
505,RAS_3,RAS_2,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
506,HER2HER3c_2,RAS_3,positive,Z17,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
507,RAS,RAS_3,positive,Z17,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
508,RAS_2,RAS_3,positive,Z17,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
509,mTORC1,S6K,positive,Z17,direct,1,regulates,phosphorylation. mTORC1 phosphorylates S6K. This phosphorylation is essential for efficient S6K1 activation; full activation is done by PDK1.
510,PDK1_ic,SGK1,positive,Z17,direct,1,necessary,"phosphorylation. Intracellular PDK1 phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated by mTORC2. "
511,SGK1_T,SGK1,positive,Z17,direct,1,necessary,protein translation
512,mTORC2_ic,SGK1,positive,Z17,direct,1,necessary,"phosphorylation. Intracellular mTORC2 directly phosphorylates the SGK1 hydrophobic-motif site Ser422, enabling subsequent activation by PDK1."
513,AKT,TSC2,negative,Z17,direct,1,regulates,"phosphorylation. AKT phosphorylates TSC2 (tuberin) at multiple sites, inhibiting the TSC1–TSC2 complex's GAP activity."
514,MAPK_2,TSC2,negative,Z17,replaced,,,"The MAPK_2 node refers to a high activity of the pathway of RAF1, MEK, ERK.  The mechanism behind this edge is that ERK inhibits TSC2 via RSK. This edge is replaced by the ERK_2-| TSC2 edge."
515,SGK1,TSC2,negative,Z17,direct,1,regulates,phosphorylation. SGK1 directly phosphorylate TSC2 (tuberin). This inhibits TSC2's ability to suppress RHEB.
516,EIF4,Translation,positive,Z17,direct in the network sense,1,regulates,eIF4F is part of the molecular machinery that initiates cap-dependent translation.
517,S6K,Translation,positive,Z17,indirect,2,,causal effect mediated by EIF4
518,CDK46,CYCLINDc,positive,Z17,,0,necessary,CDK4 or CDK6 (denoted CDK46) make up one component of the cyclin-CDK complex CYCLINDc
519,CYCLINDc_2,CYCLINDc,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level variable.
520,CyclinD,CYCLINDc,positive,Z17,,0,necessary,Cyclin D1 is one of two components of the cyclin-CDK complex CYCLINDc
521,CyclinD_2,CYCLINDc,positive,Z17,,0,necessary,Cyclin D1 is one of two components of the cyclin-CDK complex CYCLINDc. We assign the same rank as that of the CyclinD1->CYCLIND_c edge.
522,CDK46,CYCLINDc_2,positive,Z17,,0,necessary,CDK4 or CDK6 (denoted CDK46) make up one component of the cyclin-CDK complex CYCLINDc. We consider that the same confidence ranking applies as that of the CDK46->CYCLINDc edge.
523,CYCLINDc,CYCLINDc_2,positive,Z17,,0,necessary,Reaching a higher level necessitates achieving the lower level first.
524,CyclinD_2,CYCLINDc_2,positive,Z17,,0,necessary,Cyclin D1 is one of two components of the cyclin-CDK complex CYCLINDc. We assign the same rank as that of the CyclinD1->CYCLIND_c edge.
525,cycE_CDK2_T,cycE_CDK2,positive,Z17,direct,1,necessary,protein translation
526,p21_p27,cycE_CDK2,negative,Z17,direct,1,regulates,"protein-protein interaction. Both p21 and p27,  members of the CIP/KIP family, bind  Cyclin E–CDK2 complexes. This prevents phosphorylation of substrates required for S-phase entry and progression."
527,E2F,cycE_CDK2_T,positive,Z17,direct,1,necessary,regulation of transcription. CycE_CDK2_T represents the transcripts of the components underlying the Cyclin E–CDK2 complex. E2F1 binds E2F sites in the CCNE1 promoter and activates Cyclin E transcription. There is also evidence of E2F1 can promote CDK2 transcription.
528,E2F_2,cycE_CDK2_T,positive,Z17,direct,1,regulates,"regulation of transcription. CycE_CDK2_T represents the transcripts of the components underlying the Cyclin E–CDK2 complex. E2F directly transcriptionally activates Cyclin E genes (CCNE1 and CCNE2) through E2F-responsive regulatory elements, thus upregulating CycE_CDK2_T. We consider that the confidence rank is the same as that of the E2F-> cycE_CDK2_T edge."
529,E2F_3,cycE_CDK2_T,positive,Z17,indirect,2,,"causal effect. CycE_CDK2_T represents the transcript of the components underlying the Cyclin E–CDK2 complex. E2F directly transcriptionally activates Cyclin E genes (CCNE1 and CCNE2) through E2F-responsive regulatory elements, thus contributing to more CycE_CDK2_T."
530,MYC,CyclinD,positive,Z17,unsupported,-,,"Contrary to this assumption, there is evidence that MYC can bind to  the Cyclin D1 promoter and repress CCND1 transcription."
531,CyclinD_2,CyclinD,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level variable.
532,MYC_2,CyclinD_2,positive,Z17,unsupported,-,,"Contrary to this assumption, there is evidence that MYC can bind to  the Cyclin D1 promoter and repress CCND1 transcription."
533,CyclinD,CyclinD_2,positive,Z17,,0,necessary,Reaching a higher level necessitates achieving the lower level first.
534,Everolimus,mTORC1,negative,Z17,direct in the network sense,1,regulates,"Everolimus binds the intracellular protein FKBP12; the everolimus–FKBP12 complex then binds the FRB domain of mTOR within mTORC1, inhibiting mTORC1 signaling. FKBP12 is not in the network."
535,PRAS40,mTORC1,negative,Z17,direct,1,regulates,protein-protein interaction. Unphosphorylated PRAS40 binds RAPTOR (a component of mTORC1) and restrains mTORC1 substrate phosphorylation.
536,TSC2,mTORC1,negative,Z17,indirect,2,,causal effect mediated by RHEB
537,Everolimus,mTORC2_ic,negative,Z17,indirect,2,,Everolimus does not directly target mTORC2. Prolonged exposure to everolimus can indirectly inhibit mTORC2 because drug-bound mTOR becomes unavailable for assembly of new mTORC2 complexes.
538,mTORC2_ic,mTORC2_ic,positive,Z17,unsupported,-,,This edge is an representational artifact of the assumption that the intracellular mTORC2 level is low.
539,Everolimus,mTORC2_pm,negative,Z17,indirect,2,,"Prolonged exposure to rapalogs can deplete mTORC2, and thus also mTORC2_pm, because drug-bound mTOR becomes unavailable for assembly of new mTORC2 complexes."
540,PIP3,mTORC2_pm,positive,Z17,direct,1,necessary,"protein-protein interaction. The SIN1/MAPKAP1 subunit of mTORC2 contains a PH domain that directly binds PIP3, recruiting mTORC2 to the plasma membrane and allowing it to phosphorylate substrates such as AKT. "
541,PIP3_2,mTORC2_pm,positive,Z17,direct,1,regulates,"protein-protein interaction. The SIN1/MAPKAP1 subunit of mTORC2 contains a PH domain that directly binds PIP3, recruiting mTORC2 to the plasma membrane and allowing it to phosphorylate substrates such as AKT. "
542,AKT,p21_p27,negative,Z17,direct,1,regulates,phosphorylation. The p21_p27 node unites p21 and p27. AKT phosphorylates and inhibits both p21 and p27. This inhibition can be interpreted as a direct inhibition of the p21_p27 node.
543,PIM,p21_p27,negative,Z17,assumption,4,,The p21_p27 node refers both to p21 and p27. This assumed edge is supported by the fact that PIM kinases suppress p27 through phosphorylation that promotes its cytoplasmic localization and/or degradation.
544,p21_p27_T,p21_p27,positive,Z17,direct,1,regulates,"protein translation. The p21_p27 node unites the p21 and p27 proteins. The p21_p27_T node unites the transcripts of p21 and p27. Thus, this edge represents translation."
545,FOXO3,p21_p27_T,positive,Z17,direct,1,regulates,"regulation of transcription. FOXO3 binds both the CDKN1A (p21) and CDKN1B (p27) promoter, and activates the transcription of both. "
546,MYC,p21_p27_T,negative,Z17,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumed edge is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
547,MYC_2,p21_p27_T,negative,Z17,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumed edge is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
548,CYCLINDc,pRB,positive,Z17,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB."
549,CYCLINDc_2,pRB,positive,Z17,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
550,cycE_CDK2,pRB,positive,Z17,direct,1,regulates,phosphorylation. Cyclin E–CDK2 directly recognizes and phosphorylates RB.
551,pRB_2,pRB,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level node.
552,pRB_3,pRB,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level node.
553,CYCLINDc,pRB_2,positive,Z17,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
554,CYCLINDc_2,pRB_2,positive,Z17,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
555,cycE_CDK2,pRB_2,positive,Z17,direct,1,regulates,phosphorylation. Cyclin E–CDK2 directly recognizes and phosphorylates RB. We consider the confidence ranking of this edge is the same as that of the cycE_CDK2 edge.
556,pRB,pRB_2,positive,Z17,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
557,pRB_3,pRB_2,positive,Z17,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level node.
558,CYCLINDc_2,pRB_3,positive,Z17,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
559,cycE_CDK2,pRB_3,positive,Z17,direct,1,regulates,phosphorylation. Cyclin E–CDK2 directly recognizes and phosphorylates RB. We consider the confidence ranking of this edge is the same as that of the cycE_CDK2 edge.
560,pRB,pRB_3,positive,Z17,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
561,pRB_2,pRB_3,positive,Z17,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
562,Ipatasertib,AKT,negative,Z21,direct,1,regulates,Ipatasertib is a small-molecule AKT inhibitor that directly binds the kinase domain of AKT1/2/3 and inhibits its catalytic activity
563,PDK1_pm,AKT,positive,Z21,direct,1,regulates,phosphorylation. Plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop.
564,PIP3,AKT,positive,Z21,direct,1,regulates,"protein-protein interaction. PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
565,PIP3_2,AKT,positive,Z21,direct,1,regulates,"protein-protein interaction. PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites. We consider the confidence the same as that of the PIP3->AKT edge."
566,mTORC2_pm,AKT,positive,Z21,direct,1,regulates,phosphorylation. Plasma membrane-localized mTORC2 directly phosphorylates AKT
567,Apoptosis,Apoptosis,positive,Z21,assumption,4,,This assumed self-regulation reflects the irreversible nature of the commitment to apoptosis.
568,BAD,Apoptosis,positive,Z21,indirect,2,,"causal effect mediated by CYCS, CASP9, CASP3"
569,BIM,Apoptosis,positive,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3"
570,Apoptosis_2,Apoptosis_2,positive,Z21,assumption,4,,This assumed self-regulation reflects the irreversible nature of the commitment to apoptosis.
571,BCL2,Apoptosis_2,negative,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3; we consider the same confidence ranking as that of BCL2->Apoptosis."
572,BCLXL,Apoptosis_2,negative,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3"
573,MCL1,Apoptosis_2,negative,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3. We consider that the confidence rank is the same as that of the MCL1->Apoptosis edge."
574,Apoptosis_3,Apoptosis_3,positive,Z21,assumption,4,,This assumed self-regulation reflects the irreversible nature of the commitment to apoptosis.
575,BCL2,Apoptosis_3,negative,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3; we consider the same confidence ranking as that of BCL2->Apoptosis."
576,BCLXL,Apoptosis_3,negative,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3"
577,BIM,Apoptosis_3,positive,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3; we consider the same confidence ranking as that of BIM->Apoptosis."
578,MCL1,Apoptosis_3,negative,Z21,indirect,2,,"causal effect mediated by BAK/BAX, CYCS, CASP9, CASP3. We consider that the confidence rank is the same as that of the MCL1->Apoptosis edge."
579,AKT,BAD,negative,Z21,direct,1,regulates,"phosphorylation. AKT phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL"
580,MAPK_2,BAD,negative,Z21,replaced,,,"The MAPK_2 node refers to a high activity of the pathway of RAF1, MEK, ERK. ERK1/2 inhibit BAD via RSK. This edge is replaced by the ERK-| BAD edge."
581,PIM,BAD,negative,Z21,direct,1,regulates,"phosphorylation. PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
582,BCL2_T,BCL2,positive,Z21,direct,1,necessary,protein translation
583,Navitoclax,BCL2,negative,Z21,direct,1,regulates,"Navitoclax is a BH3 mimetic that directly binds BCL2, occupies BCL2's BH3-binding groove, preventing BCL2 from sequestering pro-apoptotic BH3-domain proteins."
584,BCLXL_T,BCLXL,positive,Z21,direct,1,necessary,protein translation
585,Navitoclax,BCLXL,negative,Z21,direct,1,regulates,"Navitoclax is a BH3 mimetic that directly binds BCLXL, occupies BCLXL's BH3-binding groove, preventing BCLXL from sequestering pro-apoptotic BH3-domain proteins."
586,BIM_T,BIM,positive,Z21,direct,1,regulates,protein translation
587,FOXO3,BIM,positive,Z21,direct,1,regulates,regulation of transcription. FOXO3 binds conserved forkhead-response elements in the promoter of  BCL2L11 (the gene encoding BIM) and stimulates its transcription.
588,MAPK_2,BIM,negative,Z21,replaced,,,"The MAPK_2 node refers to a high activity of the pathway of RAF1, MEK, ERK.  Other models have separate RAF1, MEK, ERK nodes. The mechanism behind this edge is that ERK1/2 directly phosphorylates BIM (BCL2L11), which promotes is proteasomal degradation. This edge is replaced by an ERK_2-| BIM edge."
589,Palbociclib,CDK46,negative,Z21,direct,1,regulates,"Palbociclib directly binds the ATP-binding pockets of CDK4 and CDK6, inhibiting their kinase activity."
590,E2F_2,E2F,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean represtentation of a multi-level node.
591,pRB,E2F,positive,Z21,indirect,2,,"causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. This can be represented as a pRB-|RB-|E2F path, if pRB-|RB is added to the network."
592,E2F,E2F_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
593,pRB_2,E2F_2,positive,Z21,indirect,2,,causal effect. Hypophosphorylated RB binds to E2F; phosphorylation of RB changes RB conformation and disrupts that binding. We consider that the confidence ranking is the same as that of the pRB->E2F edge.
594,mTORC1,EIF4,positive,Z21,indirect,2,,causal effect mediated by EIF4EBP1
595,ER_transcription_2,ER_transcription,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
596,ESR1,ER_transcription,positive,Z21,,0,necessary,ESR1 activity is needed for the transcriptional regulatory function of the estrogen receptor 
597,ESR1_2,ER_transcription,positive,Z21,,0,regulates,ESR1 activity is needed for the transcriptional regulatory function of the estrogen receptor. We consider that the confidence ranking is the same as that of the ESR1-> ER_transcription_2 edge.
598,ER_transcription,ER_transcription_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
599,ESR1_2,ER_transcription_2,positive,Z21,,0,necessary,ESR1 activity is needed for the transcriptional regulatory function of the estrogen receptor. We consider that the confidence ranking is the same as that of the ESR1-> ER_transcription_2 edge.
600,FOXA1,ER_transcription_2,positive,Z21,direct,1,regulates,FOXA1 is a pioneer factor that helps the transcriptional regulatory activity of the estrogen receptor. The Z21 model assumes that this effect is only relevant at high regulatory activity
601,KMT2D,ER_transcription_2,positive,Z21,direct,1,regulates,KMT2D deposits enhancer-associated H3K4me1/2 and helps establish chromatin conditions that permit recruitment/occupancy of ERα together with pioneer/cofactor proteins such as FOXA1 and PBX1. KMT2D depletion reduces ERα occupancy at target loci and ER-dependent transcription.
602,PBX1,ER_transcription_2,positive,Z21,direct,1,regulates,PBX1 is a pioneer factor that helps the transcriptional regulatory activity of the estrogen receptor. The Z21 model assumes that this effect is only relevant to high transcriptional activity.
603,ER_transcription_2,ER_transcription_feedback_1,positive,Z21,assumption,4,,"This edge is part of an assumed negative feedback loop on the estrogen receptor, which models the transient nature of the Alpelisib-induced upregulation of ESR1."
604,ER_transcription_feedback_1,ER_transcription_feedback_2,positive,Z21,assumption,4,,"This edge is part of an assumed negative feedback loop on the estrogen receptor, which models the transient nature of the Alpelisib-induced upregulation of ESR1."
605,ER_transcription_feedback_2,ER_transcription_feedback_2,positive,Z21,assumption,4,,"This edge is part of an assumed negative feedback loop on the estrogen receptor, which models the transient nature of the Alpelisib-induced upregulation of ESR1."
606,ER,ESR1,positive,Z21,,0,regulates,ER is one way of activating the estrogen receptor ESR1.
607,ESR1_2,ESR1,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level variable
608,FOXO3,ESR1,positive,Z21,direct,1,regulates,regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription
609,Fulvestrant,ESR1,negative,Z21,direct,1,regulates,Fulvestrant is a selective estrogen receptor degrader/downregulator (SERD). It directly binds ERα (ESR1 protein) with high affinity.
610,ER,ESR1_2,positive,Z21,,0,necessary,ER is one way of activating the estrogen receptor ESR1.
611,ES,ESR1_2,positive,Z21,direct,1,regulates,ligand-receptor binding
612,ER_transcription_feedback_2,ESR1_2,negative,Z21,assumption,4,,"This edge is part of an assumed negative feedback loop on the estrogen receptor, which models the transient nature of the Alpelisib-induced upregulation of ESR1"
613,ESR1,ESR1_2,positive,Z21,,0,necessary,Reaching a higher level necessitates achieving the lower level first.
614,FOXO3,ESR1_2,positive,Z21,direct,1,regulates,regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription. We assume the classification of the FOXO3->ESR1 edge applies to ESR1_2 as well.
615,Fulvestrant,ESR1_2,negative,Z21,direct,1,regulates,Fulvestrant is a selective estrogen receptor degrader/downregulator (SERD). It directly binds ERα (ESR1 protein) with high affinity.
616,AKT,FOXO3,negative,Z21,direct,1,regulates,"phosphorylation. AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
617,FOXO3_Ub,FOXO3,negative,Z21,direct,1,regulates,"The node FOXO3_Ub represents the ubiquitin-tagged FOXO3, which is targeted to degradation. This edge reflects that such degradation depletes FOXO3."
618,PIM,FOXO3,negative,Z21,direct,1,regulates,phosphorylation. PIM kinases phosphorylate FOXO3 (FOXO3a). This phosphorylation suppresses FOXO3 transcriptional activity by promoting its nuclear exclusion and association with 14-3-3 proteins.
619,SGK1,FOXO3,negative,Z21,direct,1,regulates,"phosphorylation. SGK1 directly phosphorylates FOXO3a at canonical regulatory sites; these events promote interaction with 14-3-3 proteins, nuclear exclusion, and loss of FOXO3 transcriptional activity."
620,MAPK_2,FOXO3_Ub,positive,Z21,replaced,,,"The MAPK_2 node refers to a high activity of the pathway of RAF1, MEK, ERK.  The mechanism behind this edge is that ERK phosphorylates FOXO3, which promote interaction of FOXO3 with the E3 ubiquitin ligase MDM2, which then ubiquitinates FOXO3. This edge is replaced  by the ERK->FOXO3_Ub edge."
621,HER2,HER2HER3c,positive,Z21,,0,necessary,This edge represents HER2's participation in the HER2HER3c heterodimer complex.
622,HER2HER3c_2,HER2HER3c,positive,Z21,unsupported,-,,This edge is an artifact of the representation of multi-level variables
623,HER3,HER2HER3c,positive,Z21,,0,necessary,This edge represents HER3's participation in the HER2HER3c heterodimer complex. This edge replaces the HER3->HER2 edge.
624,HER3_2,HER2HER3c,positive,Z21,,0,regulates,HER3's participation in the HER2HER3c heterodimer complex. We consider that the confidence ranking of the HER3-> HER2HER3c applies to this edge as well.
625,Neratinib,HER2HER3c,negative,Z21,direct,1,regulates,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor that covalently binds the kinase domains of HER2 and EGFR.
626,HER2,HER2HER3c_2,positive,Z21,,0,necessary,HER2's participation in the HER2HER3c heterodimer complex; we consider that the confidence ranking applies to this edge as well.
627,HER2HER3c,HER2HER3c_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first
628,HER3,HER2HER3c_2,positive,Z21,,0,necessary,HER2's participation in the HER2HER3c heterodimer complex. We consider that the confidence ranking of the HER2-> HER2HER3c applies to this edge as well.
629,HER3_2,HER2HER3c_2,positive,Z21,,0,necessary,HER3's participation in the HER2HER3c heterodimer complex. We consider that the confidence ranking of the HER3-> HER2HER3c applies to this edge as well.
630,NRG1,HER2HER3c_2,positive,Z21,indirect,2,,"causal effect mediated by HER3, PI3K, ERK"
631,MAPK_2,HER2HER3c_2,negative,Z21,replaced,,,"The MAPK_2 node refers to a high activity of the pathway of RAF1, MEK, ERK.  The mechanism behind this edge is that MEK induces feedback mechanisms that suppress HER-family receptor signaling, while MEK inhibition relieves that feedback and causes rebound HER3/HER2 activation. This edge is replaced by the MEK_2-|HER2HER3c_2 edge."
632,Neratinib,HER2HER3c_2,negative,Z21,direct,1,regulates,Neratinib is an irreversible pan-HER tyrosine kinase inhibitor that covalently binds the kinase domains of HER2 and EGFR.
633,FOXO3,HER3,positive,Z21,direct,1,regulates,regulation of transcription. FOXO3 binds regulatory regions of ERBB3/HER3 and leads to increased HER3 transcription
634,HER3_2,HER3,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level variables.
635,HER3_T,HER3,positive,Z21,direct,1,regulates,protein translation
636,FOXO3,HER3_2,positive,Z21,direct,1,regulates,regulation of transcription. FOXO3 binds regulatory regions of ERBB3/HER3 and leads to increased HER3 transcription. We assume that the confidence ranking of this edge is the same as that of FOXO3->HER3.
637,HER3,HER3_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
638,FOXO3,IGF1R,positive,Z21,indirect,2,,"causal effect. Activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
639,HER2,IGF1R,positive,Z21,correlation,3,,This assumed edge is consistent with observed higher IGF1R signaling in trastuzumab-resistant cells
640,IGF1R_2,IGF1R,positive,Z21,unsupported,-,,This edge is an artifact of a Boolean representation of multi-level nodes.
641,IGF1R_T,IGF1R,positive,Z21,direct,1,regulates,protein translation
642,FOXO3,IGF1R_2,positive,Z21,indirect,2,,"causal effect. Activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
643,HER2,IGF1R_2,positive,Z21,correlation,3,,This assumed edge is consistent with observed higher IGF1R signaling in trastuzumab-resistant cells
644,IGF1R,IGF1R_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
645,IGF1R_T_2,IGF1R_2,positive,Z21,direct,1,regulates,protein translation
646,S6K,IGF1R_2,negative,Z21,unsupported,-,,"S6K affects signaling downstream of IGF1R via its inhibition of IRS1, but does not affect IGF1R."
647,IGF1R_T,IGF1R_T,positive,Z21,unsupported,-,,This self-edge is an artifact of the implementation of the Z21 model's assumption of a constitutive basal IGF1R transcript level. 
648,IGF1R_T_2,IGF1R_T,positive,Z21,unsupported,-,,This edge is an artifact of a Boolean representation of multi-level nodes.
649,IGF1R_T,IGF1R_T_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
650,IGF1R_T_2,IGF1R_T_2,positive,Z21,unsupported,-,,This self-edge is an artifact of the implementation of the Z21 model assumption of the sustained absence of high IGF1R transcript level (IGF1R_T_2=0)
651,AKT,KMT2D,negative,Z21,direct,1,regulates,phosphorylation. AKT phosphorylates KMT2D at Ser1331; this reduces KMT2D chromatin recruitment/function and consequently suppresses KMT2D-dependent ER transcriptional activity.
652,MAPK_2,MAPK,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level node.
653,PIP3,MAPK,positive,Z21,replaced,,,"The MAPK node refers to the pathway of RAF1, MEK, ERK. The mechanism behind this edge is that PIP3 indirectly activates RAF1 via RAC and PAK1. Thus, this edge is replaced by the PIP3->RAF1 edge."
